date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2010-04-29,700.0,700.0,0.0,0.0,0.0,0.0,0,CASH_BIL,Bull_LowVol
2010-04-30,691.14,0.0,1.27,692.41,1.0,1.27,2,"AMD,BKNG",Bull_LowVol
2010-05-03,708.72,0.0,1.27,709.99,1.0,0.0,2,"AMD,BKNG",Bull_LowVol
2010-05-04,670.18,0.0,1.27,671.45,1.0,5.44,2,"AMD,BKNG",Bull_MidVol
2010-05-05,652.67,0.0,1.27,653.95,1.0,7.91,2,"AMD,BKNG",Bull_MidVol
2010-05-06,623.29,0.0,1.27,624.56,1.0,12.05,2,"AMD,BKNG",Bull_MidVol
2010-05-07,619.04,0.0,1.27,620.31,1.0,12.65,2,"AMD,BKNG",Bull_MidVol
2010-05-10,673.43,0.0,1.27,674.7,1.0,4.98,2,"AMD,BKNG",Bull_MidVol
2010-05-11,643.85,255.79,0.0,388.06,0.6,9.15,1,AMD,Bull_MidVol
2010-05-12,661.82,255.79,0.0,406.03,0.61,6.62,1,AMD,Bull_MidVol
2010-05-13,658.83,255.79,0.0,403.04,0.61,7.04,1,AMD,Bull_MidVol
2010-05-14,632.3,255.79,0.0,376.51,0.6,10.78,1,AMD,Bull_MidVol
2010-05-17,634.44,255.79,0.0,378.65,0.6,10.48,1,AMD,Bull_MidVol
2010-05-18,616.04,255.79,0.0,360.25,0.58,13.08,1,AMD,Bull_MidVol
2010-05-19,618.18,255.79,0.0,362.39,0.59,12.77,1,AMD,Bull_MidVol
2010-05-20,601.92,255.79,0.0,346.13,0.58,15.07,1,AMD,Bull_MidVol
2010-05-21,615.19,255.79,0.0,359.4,0.58,13.2,1,AMD,Bull_MidVol
2010-05-24,601.92,255.79,0.0,346.13,0.58,15.07,1,AMD,Bull_MidVol
2010-05-25,604.49,255.79,0.0,348.7,0.58,14.71,1,AMD,Bull_MidVol
2010-05-26,607.49,255.79,0.0,351.69,0.58,14.28,1,AMD,Bull_MidVol
2010-05-27,632.3,255.79,0.0,376.51,0.6,10.78,1,AMD,Bull_MidVol
2010-05-28,624.08,0.0,1.12,625.2,1.0,11.94,2,"URI,CRM",Bull_MidVol
2010-06-01,624.14,0.0,1.12,625.27,1.0,11.93,2,"URI,CRM",Bull_MidVol
2010-06-02,646.16,0.0,1.12,647.28,1.0,8.83,2,"URI,CRM",Bull_MidVol
2010-06-03,653.16,0.0,1.12,654.28,1.0,7.84,2,"URI,CRM",Bull_MidVol
2010-06-04,608.09,0.0,1.12,609.21,1.0,14.2,2,"URI,CRM",Bull_MidVol
2010-06-07,585.85,0.0,1.12,586.97,1.0,17.34,2,"URI,CRM",Bull_MidVol
2010-06-08,572.03,0.0,1.12,573.16,1.0,19.29,2,"URI,CRM",Bull_MidVol
2010-06-09,579.27,0.0,1.12,580.39,1.0,18.26,2,"URI,CRM",Bull_MidVol
2010-06-10,601.89,0.0,1.12,603.01,1.0,15.07,2,"URI,CRM",Bull_MidVol
2010-06-11,620.37,0.0,1.12,621.49,1.0,12.47,2,"URI,CRM",Bull_MidVol
2010-06-14,621.12,0.0,1.12,622.24,1.0,12.36,2,"URI,CRM",Bull_MidVol
2010-06-15,655.35,0.0,1.12,656.47,1.0,7.53,2,"URI,CRM",Bull_MidVol
2010-06-16,655.19,0.0,1.12,656.31,1.0,7.55,2,"URI,CRM",Bull_MidVol
2010-06-17,654.71,0.0,1.12,655.83,1.0,7.62,2,"URI,CRM",Bull_MidVol
2010-06-18,651.05,0.0,1.12,652.17,1.0,8.14,2,"URI,CRM",Bull_MidVol
2010-06-21,640.33,0.0,1.12,641.45,1.0,9.65,2,"URI,CRM",Bull_MidVol
2010-06-22,606.06,0.0,1.12,607.18,1.0,14.49,2,"URI,CRM",Bull_MidVol
2010-06-23,585.41,0.0,1.12,586.53,1.0,17.4,2,"URI,CRM",Bull_MidVol
2010-06-24,561.29,0.0,1.12,562.41,1.0,20.8,2,"URI,CRM",Bull_MidVol
2010-06-25,571.16,0.0,1.12,572.29,1.0,19.41,2,"URI,CRM",Bull_MidVol
2010-06-28,564.51,0.0,1.12,565.63,1.0,20.35,2,"URI,CRM",Bull_MidVol
2010-06-29,514.15,389.39,0.0,124.77,0.24,27.45,1,CRM,Bull_MidVol
2010-06-30,511.44,0.0,0.94,512.38,1.0,27.84,2,"CRM,AAPL",Bull_MidVol
2010-07-01,512.0,0.0,0.94,512.95,1.0,27.76,2,"CRM,AAPL",Bull_MidVol
2010-07-02,510.54,0.0,0.94,511.48,1.0,27.96,2,"CRM,AAPL",Bull_MidVol
2010-07-06,515.24,0.0,0.94,516.18,1.0,27.3,2,"CRM,AAPL",Bull_MidVol
2010-07-07,535.23,0.0,0.94,536.17,1.0,24.48,2,"CRM,AAPL",Bull_MidVol
2010-07-08,535.2,0.0,0.94,536.14,1.0,24.48,2,"CRM,AAPL",Bull_MidVol
2010-07-09,537.39,0.0,0.94,538.33,1.0,24.17,2,"CRM,AAPL",Bull_MidVol
2010-07-12,535.2,0.0,0.94,536.15,1.0,24.48,2,"CRM,AAPL",Bull_MidVol
2010-07-13,534.89,0.0,0.94,535.84,1.0,24.53,2,"CRM,AAPL",Bull_MidVol
2010-07-14,542.0,0.0,0.94,542.95,1.0,23.52,2,"CRM,AAPL",Bull_MidVol
2010-07-15,541.46,0.0,0.94,542.4,1.0,23.6,2,"CRM,AAPL",Bull_MidVol
2010-07-16,528.2,0.0,0.94,529.15,1.0,25.47,2,"CRM,AAPL",Bull_MidVol
2010-07-19,525.48,0.0,0.94,526.43,1.0,25.85,2,"CRM,AAPL",Bull_MidVol
2010-07-20,533.42,0.0,0.94,534.36,1.0,24.73,2,"CRM,AAPL",Bull_MidVol
2010-07-21,532.99,0.0,0.94,533.93,1.0,24.8,2,"CRM,AAPL",Bull_MidVol
2010-07-22,549.06,0.0,0.94,550.0,1.0,22.53,2,"CRM,AAPL",Bull_MidVol
2010-07-23,561.37,0.0,0.94,562.31,1.0,20.79,2,"CRM,AAPL",Bull_MidVol
2010-07-26,561.58,0.0,0.94,562.52,1.0,20.76,2,"CRM,AAPL",Bull_MidVol
2010-07-27,562.75,0.0,0.94,563.69,1.0,20.6,2,"CRM,AAPL",Bull_MidVol
2010-07-28,557.5,0.0,0.94,558.45,1.0,21.34,2,"CRM,AAPL",Bull_MidVol
2010-07-29,553.63,0.0,0.94,554.57,1.0,21.88,2,"CRM,AAPL",Bull_MidVol
2010-07-30,550.82,0.0,1.89,552.71,1.0,22.28,2,"CRM,MELI",Bull_MidVol
2010-08-02,558.9,0.0,1.89,560.79,1.0,21.14,2,"CRM,MELI",Bull_MidVol
2010-08-03,564.48,0.0,1.89,566.37,1.0,20.35,2,"CRM,MELI",Bull_MidVol
2010-08-04,573.83,0.0,1.89,575.72,1.0,19.03,2,"CRM,MELI",Bull_MidVol
2010-08-05,576.8,0.0,1.89,578.69,1.0,18.61,2,"CRM,MELI",Bull_MidVol
