date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2015-07-20,95408.24,-30.85,82259.28,177698.36,1.86,-0.2575,2,"NFLX,HALO",Bull_LowVol
2015-07-21,94398.16,-41.13,82259.28,176698.56,1.87,-0.2653,2,"NFLX,HALO",Bull_LowVol
2015-07-22,96911.66,-51.41,82259.28,179222.35,1.85,-0.2458,2,"NFLX,HALO",Bull_LowVol
2015-07-23,93172.76,-61.69,82259.28,175493.73,1.88,-0.2749,2,"NFLX,HALO",Bull_LowVol
2015-07-24,89869.99,-71.98,82259.28,172201.25,1.92,-0.3006,2,"NFLX,HALO",Bull_LowVol
2015-07-27,85891.5,-82.26,82259.28,168233.04,1.96,-0.3315,2,"NFLX,HALO",Bull_LowVol
2015-07-28,89411.42,-92.54,82259.28,171763.24,1.92,-0.3042,2,"NFLX,HALO",Bull_LowVol
2015-07-29,88588.55,-102.82,82259.28,170950.65,1.93,-0.3106,2,"NFLX,HALO",Bull_LowVol
2015-07-30,91321.26,-113.11,82259.28,173693.64,1.9,-0.2893,2,"NFLX,HALO",Bull_LowVol
2015-07-31,94352.19,-123.39,82259.28,176734.86,1.87,-0.2657,2,"NFLX,HALO",Bull_LowVol
2015-08-03,91799.19,-133.67,82259.28,174192.14,1.9,-0.2856,2,"NFLX,HALO",Bull_LowVol
2015-08-04,99993.74,-143.95,82259.28,182396.97,1.82,-0.2218,2,"NFLX,HALO",Bull_LowVol
2015-08-05,102520.13,-154.24,82259.28,184933.64,1.8,-0.2021,2,"NFLX,HALO",Bull_LowVol
2015-08-06,101409.83,-164.52,82259.28,183833.63,1.81,-0.2108,2,"NFLX,HALO",Bull_LowVol
2015-08-07,94418.21,-174.8,82259.28,176852.29,1.87,-0.2652,2,"NFLX,HALO",Bull_LowVol
2015-08-10,93960.47,-185.08,82259.28,176404.83,1.88,-0.2688,2,"NFLX,HALO",Bull_LowVol
2015-08-11,91351.94,0.0,103317.04,194668.98,2.13,-0.2891,2,"NFLX,COKE",Bull_LowVol
2015-08-12,88672.37,-12.91,103317.04,192002.33,2.17,-0.3099,2,"NFLX,COKE",Bull_LowVol
2015-08-13,91210.57,-25.83,103317.04,194553.44,2.13,-0.2902,2,"NFLX,COKE",Bull_LowVol
2015-08-14,92192.73,-38.74,103317.04,195548.51,2.12,-0.2825,2,"NFLX,COKE",Bull_LowVol
2015-08-17,95790.96,-51.66,103317.04,199159.66,2.08,-0.2545,2,"NFLX,COKE",Bull_LowVol
2015-08-18,93763.18,-64.57,103317.04,197144.8,2.1,-0.2703,2,"NFLX,COKE",Bull_LowVol
2015-08-19,90133.53,-77.49,103317.04,193528.06,2.15,-0.2985,2,"NFLX,COKE",Bull_LowVol
2015-08-20,75804.6,0.0,51512.54,127317.14,1.68,-0.41,2,"COKE,POST",Bull_LowVol
2015-08-21,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-08-24,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-08-25,65789.78,65789.78,0.0,0.0,0.0,-0.488,0,CASH_BIL,Bear_HighVol
2015-08-26,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-08-27,65789.78,65789.78,0.0,0.0,0.0,-0.488,0,CASH_BIL,Bear_HighVol
2015-08-28,65789.78,65789.78,0.0,0.0,0.0,-0.488,0,CASH_BIL,Bear_HighVol
2015-08-31,65789.78,65789.78,0.0,0.0,0.0,-0.488,0,CASH_BIL,Bear_HighVol
2015-09-01,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-02,65789.78,65789.78,0.0,0.0,0.0,-0.488,0,CASH_BIL,Bear_HighVol
2015-09-03,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-04,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-08,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-09,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-10,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-11,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-14,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-15,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-16,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-17,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-18,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-21,65775.42,65775.42,0.0,0.0,0.0,-0.4881,0,CASH_BIL,Bear_HighVol
2015-09-22,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-23,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
2015-09-24,65760.97,65760.97,0.0,0.0,0.0,-0.4882,0,CASH_BIL,Bear_HighVol
